0 	1.25 	2.5 	5 	7.5 	10 	15 	20 	30 	40 	50 	60 	70 	80 	90 	95 	100 	
0 	1.65 	2.27 	3.08 	3.62 	4.02 	4.55 	4.83 	5 	4.89 	4.57 	4.05 	3.27 	2.54 	1.6 	1.06 	0 	
