0 	1.25 	2.5 	5 	7.5 	10 	15 	20 	30 	40 	50 	60 	70 	80 	85 	90 	92.5 	95 	97.5 	100 	
0 	1.375 	1.91 	2.68 	3.195 	3.6 	4.18 	4.55 	4.95 	4.82 	3.98 	3.25 	2.45 	1.74 	1.5 	1.27 	1.17 	1.08 	0.98 	0 	
