0 	1.25 	2.5 	5 	7.5 	10 	15 	20 	25 	30 	40 	50 	60 	70 	80 	90 	95 	100 	
0 	1.894 	2.615 	3.555 	4.2 	4.683 	5.345 	5.737 	5.941 	6.002 	5.803 	5.294 	4.563 	3.664 	2.623 	1.448 	0.807 	0 	
