0 	1.25 	2.5 	5 	7.5 	10 	15 	20 	25 	30 	40 	50 	60 	70 	80 	90 	95 	100 	
0 	2.367 	3.268 	4.443 	5.25 	5.853 	6.682 	7.172 	7.427 	7.502 	7.254 	6.617 	5.704 	4.58 	3.279 	1.81 	1.008 	0 	
