0.919749	-0.38941

0.919044	-0.38797

0.918338	-0.386532

0.917632	-0.385097

0.916926	-0.383664

0.916218	-0.382233

0.915511	-0.380805

0.914803	-0.379379

0.914094	-0.377955

0.913385	-0.376533

0.912676	-0.375114

0.911966	-0.373697

0.911256	-0.372282

0.910545	-0.37087

0.909833	-0.36946

0.909121	-0.368052

0.908409	-0.366646

0.907696	-0.365243

0.906983	-0.363842

0.906269	-0.362443

0.905555	-0.361047

0.90484	-0.359653

0.904125	-0.358261

0.903409	-0.356871

0.902693	-0.355484

0.901976	-0.354099

0.901259	-0.352717

0.900541	-0.351336

0.899823	-0.349958

0.899105	-0.348583

0.898386	-0.347209

0.897666	-0.345838

0.896946	-0.344469

0.896226	-0.343102

0.895505	-0.341738

0.894783	-0.340376

0.894062	-0.339016

0.893339	-0.337659

0.892616	-0.336304

0.891893	-0.334951

0.891169	-0.333601

0.890445	-0.332252

0.88972	-0.330907

0.888995	-0.329563

0.88827	-0.328222

0.887543	-0.326883

0.886817	-0.325546

0.88609	-0.324211

0.885362	-0.322879

0.884634	-0.32155

0.883906	-0.320222

0.883177	-0.318897

0.882447	-0.317574

0.881718	-0.316253

0.880987	-0.314935

0.880256	-0.313619

0.879525	-0.312305

0.878793	-0.310994

0.878061	-0.309685

0.877329	-0.308378

0.876595	-0.307073

0.875862	-0.305771

0.875128	-0.304471

0.874393	-0.303174

0.873658	-0.301878

0.872923	-0.300585

0.872187	-0.299295

0.871451	-0.298006

0.870714	-0.29672

0.869977	-0.295436

0.869239	-0.294155

0.868501	-0.292876

0.867762	-0.291599

0.867023	-0.290324

0.866283	-0.289052

0.865543	-0.287782

0.864803	-0.286514

0.864062	-0.285249

0.863321	-0.283986

0.862579	-0.282725

0.861836	-0.281467

0.861094	-0.280211

0.86035	-0.278957

0.859607	-0.277705

0.858863	-0.276456

0.858118	-0.275209

0.857373	-0.273965

0.856628	-0.272722

0.855882	-0.271482

0.855136	-0.270244

0.854391	-0.269008

0.853645	-0.267775

0.852898	-0.266543

0.852152	-0.265314

0.851406	-0.264086

0.850659	-0.262861

0.849912	-0.261638

0.849165	-0.260418

0.848418	-0.259199

0.847671	-0.257983

0.846923	-0.256768

0.846175	-0.255556

0.845427	-0.254346

0.844678	-0.253139

0.84393	-0.251933

0.84318	-0.25073

0.842431	-0.249529

0.841681	-0.248331

0.840931	-0.247134

0.840181	-0.24594

0.83943	-0.244748

0.838679	-0.243558

0.837927	-0.242371

0.837176	-0.241186

0.836423	-0.240003

0.835671	-0.238822

0.834917	-0.237644

0.834164	-0.236468

0.83341	-0.235294

0.832655	-0.234123

0.8319	-0.232954

0.831145	-0.231787

0.830389	-0.230623

0.829632	-0.229461

0.828875	-0.228301

0.828118	-0.227144

0.82736	-0.225989

0.826601	-0.224837

0.825842	-0.223686

0.825082	-0.222539

0.824322	-0.221393

0.823561	-0.22025

0.822799	-0.21911

0.822037	-0.217971

0.821274	-0.216836

0.820511	-0.215702

0.819747	-0.214572

0.818982	-0.213443

0.818217	-0.212317

0.817451	-0.211194

0.816684	-0.210073

0.815917	-0.208954

0.815148	-0.207838

0.81438	-0.206725

0.81361	-0.205614

0.81284	-0.204505

0.812069	-0.203399

0.811297	-0.202296

0.810524	-0.201195

0.809751	-0.200097

0.808977	-0.199001

0.808202	-0.197908

0.807426	-0.196817

0.806649	-0.195729

0.805872	-0.194643

0.805094	-0.19356

0.804315	-0.19248

0.803535	-0.191402

0.802754	-0.190327

0.801972	-0.189255

0.80119	-0.188185

0.800407	-0.187118

0.799622	-0.186054

0.798837	-0.184992

0.798051	-0.183933

0.797264	-0.182876

0.796476	-0.181823

0.795687	-0.180771

0.794897	-0.179723

0.794107	-0.178678

0.793315	-0.177635

0.792522	-0.176595

0.791729	-0.175557

0.790934	-0.174523

0.790138	-0.173491

0.789342	-0.172462

0.788544	-0.171435

0.787745	-0.170412

0.786945	-0.169391

0.786144	-0.168374

0.785342	-0.167359

0.784538	-0.166347

0.783734	-0.165339

0.782928	-0.164333

0.782121	-0.16333

0.781313	-0.16233

0.780504	-0.161333

0.779693	-0.160338

0.778882	-0.159347

0.778069	-0.158359

0.777256	-0.157373

0.776441	-0.15639

0.775626	-0.155411

0.774809	-0.154434

0.773992	-0.15346

0.773173	-0.152488

0.772354	-0.15152

0.771534	-0.150555

0.770712	-0.149592

0.76989	-0.148632

0.769067	-0.147675

0.768243	-0.146721

0.767419	-0.145769

0.766593	-0.144821

0.765766	-0.143875

0.764939	-0.142932

0.764111	-0.141992

0.763282	-0.141054

0.762453	-0.140119

0.761622	-0.139187

0.760791	-0.138258

0.75996	-0.137332

0.759127	-0.136408

0.758294	-0.135487

0.75746	-0.134569

0.756625	-0.133653

0.75579	-0.132741

0.754954	-0.13183

0.754118	-0.130923

0.753281	-0.130018

0.752443	-0.129116

0.751605	-0.128217

0.750766	-0.12732

0.749927	-0.126426

0.749087	-0.125535

0.748247	-0.124646

0.747406	-0.12376

0.746565	-0.122877

0.745723	-0.121996

0.74488	-0.121118

0.744038	-0.120242

0.743195	-0.119369

0.742351	-0.118499

0.741507	-0.117631

0.740662	-0.116765

0.739818	-0.115903

0.738973	-0.115043

0.738127	-0.114185

0.737281	-0.11333

0.736435	-0.112477

0.735588	-0.111627

0.734742	-0.11078

0.733895	-0.109935

0.733047	-0.109092

0.732199	-0.108252

0.731352	-0.107415

0.730503	-0.10658

0.729655	-0.105747

0.728807	-0.104917

0.727958	-0.104089

0.727109	-0.103264

0.72626	-0.102441

0.72541	-0.101621

0.724561	-0.100803

0.723711	-0.0999872

0.722862	-0.099174

0.722012	-0.0983631

0.721162	-0.0975547

0.720312	-0.0967485

0.719462	-0.0959447

0.718611	-0.0951433

0.717761	-0.0943442

0.716911	-0.0935474

0.716061	-0.0927529

0.71521	-0.0919607

